Value for threshold delta;hCat with Epsilon=0.01;hCat with Epsilon=0.001;hCat with Epsilon=0.00010;hCat with Epsilon=0.000010
0.21420;2;2;2;2
0.21430;2;2;2;2
0.21440;2;2;2;2
0.21450;2;2;2;2
0.21460;2;2;2;2
0.21470;2;2;2;2
0.21480;2;2;2;2
0.21490;2;2;2;2
0.21500;2;2;2;2
0.21510;2;2;2;2
0.21520;2;2;2;2
0.21530;2;2;2;2
0.21540;2;2;2;2
0.21550;2;2;2;2
0.21560;2;2;2;2
0.21570;2;2;2;2
0.21580;2;2;2;2
0.21590;2;2;2;2
0.21600;2;2;2;2
0.21610;2;2;2;2
0.21620;2;2;2;2
0.21630;2;2;2;2
0.21640;2;2;2;2
0.21650;2;2;2;2
0.21660;2;2;2;2
0.21670;2;2;2;2
0.21680;2;2;2;2
0.21690;2;2;2;2
0.21700;2;2;2;2
0.21710;2;2;2;2
0.21720;2;2;2;2
0.21730;2;2;2;2
0.21740;2;2;2;2
0.21750;2;2;2;2
0.21760;2;2;2;2
0.21770;2;2;2;2
0.21780;2;2;2;2
0.21790;2;2;2;2
0.21800;2;2;2;2
0.21810;2;2;2;2
0.21820;2;2;2;2
0.21830;2;2;2;2
0.21840;2;2;2;2
0.21850;2;2;2;2
0.21860;2;2;2;2
0.21870;2;2;2;2
0.21880;2;2;2;2
0.21890;2;2;2;2
0.21900;2;2;2;2
0.21910;2;2;2;2
0.21920;2;2;2;2
0.21930;2;2;2;2
0.21940;2;2;2;2
0.21950;2;2;2;2
0.21960;2;2;2;2
0.21970;2;2;2;2
0.21980;2;2;2;2
0.21990;2;2;2;2
0.22000;2;2;2;2
0.22010;2;2;2;2
0.22020;2;2;2;2
0.22030;2;2;2;2
0.22040;2;2;2;2
0.22050;2;2;2;2
0.22060;2;2;2;2
0.22070;2;2;2;2
0.22080;2;2;2;2
0.22090;2;2;2;2
0.22100;2;2;2;2
0.22110;2;2;2;2
0.22120;2;2;2;2
0.22130;2;2;2;2
0.22140;2;2;2;2
0.22150;2;2;2;2
0.22160;2;2;2;2
0.22170;2;2;2;2
0.22180;2;2;2;2
0.22190;2;2;2;2
0.22200;2;2;2;2
0.22210;2;2;2;2
0.22220;2;2;2;2
0.22230;2;2;2;2
0.22240;2;2;2;2
0.22250;2;2;2;2
0.22260;2;2;2;2
0.22270;2;2;2;2
0.22280;2;2;2;2
0.22290;2;2;2;2
0.22300;2;2;2;2
0.22310;2;2;2;2
0.22320;2;2;2;2
0.22330;2;2;2;2
0.22340;2;2;2;2
0.22350;2;2;2;2
0.22360;2;2;2;2
0.22370;2;2;2;2
0.22380;2;2;2;2
0.22390;2;2;2;2
0.22400;2;2;2;2
0.22410;2;2;2;2
0.22420;2;2;2;2
0.22430;2;2;2;2
0.22440;2;2;2;2
0.22450;2;2;2;2
0.22460;2;2;2;2
0.22470;2;2;2;2
0.22480;2;2;2;2
0.22490;2;2;2;2
0.22500;2;2;2;2
0.22510;2;2;2;2
0.22520;2;2;2;2
0.22530;4;2;2;2
0.22540;4;2;2;2
0.22550;4;2;2;2
0.22560;4;2;2;2
0.22570;4;4;2;2
0.22580;4;4;4;4
0.22590;4;4;4;4
0.22600;4;4;4;4
0.22610;4;4;4;4
0.22620;2;4;4;4
0.22630;2;4;4;4
0.22640;2;4;4;4
0.22650;2;4;4;4
0.22660;2;2;2;2
0.22670;2;2;2;2
0.22680;2;2;2;2
0.22690;2;2;2;2
0.22700;2;2;2;2
0.22710;2;2;2;2
0.22720;2;2;2;2
0.22730;2;2;2;2
0.22740;2;2;2;2
0.22750;2;2;2;2
0.22760;2;2;2;2
0.22770;2;2;2;2
0.22780;2;2;2;2
0.22790;2;2;2;2
0.22800;2;2;2;2
0.22810;2;2;2;2
0.22820;2;2;2;2
0.22830;2;2;2;2
0.22840;2;2;2;2
0.22850;2;2;2;2
0.22860;2;2;2;2
0.22870;2;2;2;2
0.22880;2;2;2;2
0.22890;2;2;2;2
0.22900;2;2;2;2
0.22910;2;2;2;2
0.22920;2;2;2;2
0.22930;2;2;2;2
0.22940;2;2;2;2
0.22950;2;2;2;2
0.22960;2;2;2;2
0.22970;2;2;2;2
0.22980;2;2;2;2
0.22990;2;2;2;2
0.23000;2;2;2;2
0.23010;2;2;2;2
0.23020;2;2;2;2
0.23030;2;2;2;2
0.23040;2;2;2;2
0.23050;2;2;2;2
0.23060;2;2;2;2
0.23070;2;2;2;2
0.23080;2;2;2;2
0.23090;2;2;2;2
0.23100;2;2;2;2
0.23110;2;2;2;2
0.23120;2;2;2;2
0.23130;2;2;2;2
0.23140;2;2;2;2
0.23150;2;2;2;2
0.23160;2;2;2;2
0.23170;2;2;2;2
0.23180;2;2;2;2
0.23190;2;2;2;2
0.23200;2;2;2;2
0.23210;2;2;2;2
0.23220;2;2;2;2
0.23230;2;2;2;2
0.23240;2;2;2;2
0.23250;2;2;2;2
0.23260;2;2;2;2
0.23270;2;2;2;2
0.23280;2;2;2;2
0.23290;2;2;2;2
0.23300;2;2;2;2
0.23310;2;2;2;2
0.23320;2;2;2;2
0.23330;2;2;2;2
0.23340;2;2;2;2
0.23350;2;2;2;2
0.23360;2;2;2;2
0.23370;2;2;2;2
0.23380;2;2;2;2
0.23390;2;2;2;2
0.23400;2;2;2;2
0.23410;2;2;2;2
0.23420;2;2;2;2
0.23430;2;2;2;2
0.23440;2;2;2;2
0.23450;2;2;2;2
0.23460;2;2;2;2
0.23470;2;2;2;2
0.23480;2;2;2;2
0.23490;2;2;2;2
0.23500;2;2;2;2
0.23510;2;2;2;2
0.23520;2;2;2;2
0.23530;2;2;2;2
0.23540;2;2;2;2
0.23550;2;2;2;2
0.23560;2;2;2;2
0.23570;2;2;2;2
0.23580;2;2;2;2
0.23590;2;2;2;2
0.23600;2;2;2;2
0.23610;2;2;2;2
0.23620;2;2;2;2
0.23630;2;2;2;2
0.23640;2;2;2;2
0.23650;2;2;2;2
0.23660;2;2;2;2
0.23670;2;2;2;2
0.23680;2;2;2;2
0.23690;2;2;2;2
0.23700;2;2;2;2
0.23710;2;2;2;2
0.23720;2;2;2;2
0.23730;2;2;2;2
0.23740;2;2;2;2
0.23750;2;2;2;2
0.23760;2;2;2;2
0.23770;2;2;2;2
0.23780;2;2;2;2
0.23790;2;2;2;2
0.23800;2;2;2;2
0.23810;2;2;2;2
0.23820;2;2;2;2
0.23830;2;2;2;2
0.23840;2;2;2;2
0.23850;2;2;2;2
0.23860;2;2;2;2
0.23870;2;2;2;2
0.23880;2;2;2;2
0.23890;2;2;2;2
0.23900;2;2;2;2
0.23910;2;2;2;2
0.23920;2;2;2;2
0.23930;2;2;2;2
0.23940;2;2;2;2
0.23950;2;2;2;2
0.23960;2;2;2;2
0.23970;2;2;2;2
0.23980;2;2;2;2
0.23990;2;2;2;2
0.24000;2;2;2;2
0.24010;2;2;2;2
0.24020;2;2;2;2
0.24030;2;2;2;2
0.24040;2;2;2;2
0.24050;2;2;2;2
0.24060;2;2;2;2
0.24070;2;2;2;2
0.24080;2;2;2;2
0.24090;2;2;2;2
0.24100;2;2;2;2
0.24110;2;2;2;2
0.24120;2;2;2;2
0.24130;2;2;2;2
0.24140;2;2;2;2
0.24150;2;2;2;2
0.24160;2;2;2;2
0.24170;2;2;2;2
0.24180;2;2;2;2
0.24190;2;2;2;2
0.24200;2;2;2;2
0.24210;2;2;2;2
0.24220;2;2;2;2
0.24230;2;2;2;2
0.24240;2;2;2;2
0.24250;2;2;2;2
0.24260;2;2;2;2
0.24270;2;2;2;2
0.24280;2;2;2;2
0.24290;2;2;2;2
0.24300;2;2;2;2
0.24310;2;2;2;2
0.24320;2;2;2;2
0.24330;2;2;2;2
0.24340;2;2;2;2
0.24350;2;2;2;2
0.24360;2;2;2;2
0.24370;2;2;2;2
0.24380;2;2;2;2
0.24390;2;2;2;2
0.24400;2;2;2;2
0.24410;2;2;2;2
0.24420;2;2;2;2
0.24430;2;2;2;2
0.24440;2;2;2;2
0.24450;2;2;2;2
0.24460;2;2;2;2
0.24470;2;2;2;2
0.24480;2;2;2;2
0.24490;2;2;2;2
0.24500;2;2;2;2
0.24510;2;2;2;2
0.24520;2;2;2;2
0.24530;2;2;2;2
0.24540;2;2;2;2
0.24550;2;2;2;2
0.24560;2;2;2;2
0.24570;2;2;2;2
0.24580;2;2;2;2
0.24590;2;2;2;2
0.24600;2;2;2;2
0.24610;2;2;2;2
0.24620;2;2;2;2
0.24630;2;2;2;2
0.24640;2;2;2;2
0.24650;2;2;2;2
0.24660;2;2;2;2
0.24670;2;2;2;2
0.24680;2;2;2;2
0.24690;2;2;2;2
0.24700;2;2;2;2
0.24710;2;2;2;2
0.24720;2;2;2;2
0.24730;2;2;2;2
0.24740;2;2;2;2
0.24750;2;2;2;2
0.24760;2;2;2;2
0.24770;2;2;2;2
0.24780;2;2;2;2
0.24790;2;2;2;2
0.24800;2;2;2;2
0.24810;2;2;2;2
0.24820;2;2;2;2
0.24830;2;2;2;2
0.24840;2;2;2;2
0.24850;2;2;2;2
0.24860;2;2;2;2
0.24870;2;2;2;2
0.24880;2;2;2;2
0.24890;2;2;2;2
0.24900;2;2;2;2
0.24910;2;2;2;2
0.24920;2;2;2;2
0.24930;2;2;2;2
0.24940;2;2;2;2
0.24950;2;2;2;2
0.24960;2;2;2;2
0.24970;2;2;2;2
0.24980;2;2;2;2
0.24990;2;2;2;2
0.25000;2;2;2;2
0.25010;2;2;2;2
0.25020;2;2;2;2
0.25030;2;2;2;2
0.25040;2;2;2;2
0.25050;2;2;2;2
0.25060;2;2;2;2
0.25070;2;2;2;2
0.25080;2;2;2;2
0.25090;2;2;2;2
0.25100;2;2;2;2
0.25110;2;2;2;2
0.25120;2;2;2;2
0.25130;2;2;2;2
0.25140;2;2;2;2
0.25150;2;2;2;2
0.25160;2;2;2;2
0.25170;2;2;2;2
0.25180;2;2;2;2
0.25190;2;2;2;2
0.25200;2;2;2;2
0.25210;2;2;2;2
0.25220;2;2;2;2
0.25230;2;2;2;2
0.25240;2;2;2;2
0.25250;2;2;2;2
0.25260;2;2;2;2
0.25270;2;2;2;2
0.25280;2;2;2;2
0.25290;2;2;2;2
0.25300;2;2;2;2
0.25310;2;2;2;2
0.25320;2;2;2;2
0.25330;2;2;2;2
0.25340;2;2;2;2
0.25350;2;2;2;2
0.25360;2;2;2;2
0.25370;2;2;2;2
0.25380;2;2;2;2
0.25390;2;2;2;2
0.25400;2;2;2;2
0.25410;2;2;2;2
0.25420;2;2;2;2
0.25430;2;2;2;2
0.25440;2;2;2;2
0.25450;2;2;2;2
0.25460;2;2;2;2
0.25470;2;2;2;2
0.25480;2;2;2;2
0.25490;2;2;2;2
0.25500;2;2;2;2
0.25510;2;2;2;2
0.25520;2;2;2;2
0.25530;2;2;2;2
0.25540;2;2;2;2
0.25550;2;2;2;2
0.25560;2;2;2;2
0.25570;2;2;2;2
0.25580;2;2;2;2
0.25590;2;2;2;2
0.25600;2;2;2;2
0.25610;2;2;2;2
0.25620;2;2;2;2
0.25630;2;2;2;2
0.25640;2;2;2;2
0.25650;2;2;2;2
0.25660;2;2;2;2
0.25670;2;2;2;2
0.25680;2;2;2;2
0.25690;2;2;2;2
0.25700;2;2;2;2
0.25710;2;2;2;2
0.25720;2;2;2;2
0.25730;2;2;2;2
0.25740;2;2;2;2
0.25750;2;2;2;2
0.25760;2;2;2;2
0.25770;2;2;2;2
0.25780;2;2;2;2
0.25790;2;2;2;2
0.25800;2;2;2;2
0.25810;2;2;2;2
0.25820;2;2;2;2
0.25830;2;2;2;2
0.25840;2;2;2;2
0.25850;2;2;2;2
0.25860;2;2;2;2
0.25870;2;2;2;2
0.25880;2;2;2;2
0.25890;2;2;2;2
0.25900;2;2;2;2
0.25910;2;2;2;2
0.25920;2;2;2;2
0.25930;2;2;2;2
0.25940;2;2;2;2
0.25950;2;2;2;2
0.25960;2;2;2;2
0.25970;2;2;2;2
0.25980;2;2;2;2
0.25990;2;2;2;2
0.26000;2;2;2;2
0.26010;2;2;2;2
0.26020;2;2;2;2
0.26030;2;2;2;2
0.26040;2;2;2;2
0.26050;2;2;2;2
0.26060;2;2;2;2
0.26070;2;2;2;2
0.26080;2;2;2;2
0.26090;2;2;2;2
0.26100;2;2;2;2
0.26110;2;2;2;2
0.26120;2;2;2;2
0.26130;2;2;2;2
0.26140;2;2;2;2
0.26150;2;2;2;2
0.26160;2;2;2;2
0.26170;2;2;2;2
0.26180;2;2;2;2
0.26190;2;2;2;2
0.26200;2;2;2;2
0.26210;2;2;2;2
0.26220;2;2;2;2
0.26230;2;2;2;2
0.26240;2;2;2;2
0.26250;2;2;2;2
0.26260;2;2;2;2
0.26270;2;2;2;2
0.26280;2;2;2;2
0.26290;2;2;2;2
0.26300;2;2;2;2
0.26310;2;2;2;2
0.26320;2;2;2;2
0.26330;2;2;2;2
0.26340;2;2;2;2
0.26350;2;2;2;2
0.26360;2;2;2;2
0.26370;2;2;2;2
0.26380;2;2;2;2
0.26390;2;2;2;2
0.26400;2;2;2;2
0.26410;2;2;2;2
0.26420;2;2;2;2
0.26430;2;2;2;2
0.26440;2;2;2;2
0.26450;2;2;2;2
0.26460;2;2;2;2
0.26470;2;2;2;2
0.26480;2;2;2;2
0.26490;2;2;2;2
0.26500;2;2;2;2
0.26510;2;2;2;2
0.26520;2;2;2;2
0.26530;2;2;2;2
0.26540;2;2;2;2
0.26550;2;2;2;2
0.26560;2;2;2;2
0.26570;2;2;2;2
0.26580;2;2;2;2
0.26590;2;2;2;2
0.26600;2;2;2;2
0.26610;2;2;2;2
0.26620;2;2;2;2
0.26630;2;2;2;2
0.26640;2;2;2;2
0.26650;2;2;2;2
0.26660;2;2;2;2
0.26670;2;2;2;2
0.26680;2;2;2;2
0.26690;2;2;2;2
0.26700;2;2;2;2
0.26710;2;2;2;2
0.26720;2;2;2;2
0.26730;2;2;2;2
0.26740;2;2;2;2
0.26750;2;2;2;2
0.26760;2;2;2;2
0.26770;2;2;2;2
0.26780;2;2;2;2
0.26790;2;2;2;2
0.26800;2;2;2;2
0.26810;2;2;2;2
0.26820;2;2;2;2
0.26830;2;2;2;2
0.26840;2;2;2;2
0.26850;2;2;2;2
0.26860;2;2;2;2
0.26870;2;2;2;2
0.26880;2;2;2;2
0.26890;2;2;2;2
0.26900;2;2;2;2
0.26910;2;2;2;2
0.26920;2;2;2;2
0.26930;2;2;2;2
0.26940;2;2;2;2
0.26950;2;2;2;2
0.26960;2;2;2;2
0.26970;2;2;2;2
0.26980;2;2;2;2
0.26990;2;2;2;2
0.27000;2;2;2;2
0.27010;2;2;2;2
0.27020;2;2;2;2
0.27030;2;2;2;2
0.27040;2;2;2;2
0.27050;2;2;2;2
0.27060;2;2;2;2
0.27070;2;2;2;2
0.27080;2;2;2;2
0.27090;2;2;2;2
0.27100;2;2;2;2
0.27110;2;2;2;2
0.27120;2;2;2;2
0.27130;2;2;2;2
0.27140;2;2;2;2
0.27150;2;2;2;2
0.27160;2;2;2;2
0.27170;2;2;2;2
0.27180;2;2;2;2
0.27190;2;2;2;2
0.27200;2;2;2;2
0.27210;2;2;2;2
0.27220;2;2;2;2
0.27230;2;2;2;2
0.27240;2;2;2;2
0.27250;2;2;2;2
0.27260;2;2;2;2
0.27270;2;2;2;2
0.27280;2;2;2;2
0.27290;2;2;2;2
0.27300;2;2;2;2
0.27310;2;2;2;2
0.27320;2;2;2;2
0.27330;2;2;2;2
0.27340;2;2;2;2
0.27350;2;2;2;2
0.27360;2;2;2;2
0.27370;2;2;2;2
0.27380;2;2;2;2
0.27390;2;2;2;2
0.27400;2;2;2;2
0.27410;2;2;2;2
0.27420;2;2;2;2
0.27430;2;2;2;2
0.27440;2;2;2;2
0.27450;2;2;2;2
0.27460;2;2;2;2
0.27470;2;2;2;2
0.27480;2;2;2;2
0.27490;2;2;2;2
0.27500;2;2;2;2
0.27510;2;2;2;2
0.27520;2;2;2;2
0.27530;2;2;2;2
0.27540;2;2;2;2
0.27550;2;2;2;2
0.27560;2;2;2;2
0.27570;2;2;2;2
0.27580;2;2;2;2
0.27590;2;2;2;2
0.27600;2;2;2;2
0.27610;2;2;2;2
0.27620;2;2;2;2
0.27630;2;2;2;2
0.27640;2;2;2;2
0.27650;2;2;2;2
0.27660;2;2;2;2
0.27670;2;2;2;2
0.27680;2;2;2;2
0.27690;2;2;2;2
0.27700;2;2;2;2
0.27710;2;2;2;2
0.27720;2;2;2;2
0.27730;2;2;2;2
0.27740;2;2;2;2
0.27750;2;2;2;2
0.27760;2;2;2;2
0.27770;2;2;2;2
0.27780;2;2;2;2
0.27790;2;2;2;2
0.27800;2;2;2;2
0.27810;2;2;2;2
0.27820;2;2;2;2
0.27830;2;2;2;2
0.27840;2;2;2;2
0.27850;2;2;2;2
0.27860;2;2;2;2
0.27870;2;2;2;2
0.27880;2;2;2;2
0.27890;2;2;2;2
0.27900;2;2;2;2
0.27910;2;2;2;2
0.27920;2;2;2;2
0.27930;2;2;2;2
0.27940;2;2;2;2
0.27950;2;2;2;2
0.27960;2;2;2;2
0.27970;2;2;2;2
0.27980;2;2;2;2
0.27990;2;2;2;2
0.28000;2;2;2;2
0.28010;2;2;2;2
0.28020;2;2;2;2
0.28030;2;2;2;2
0.28040;2;2;2;2
0.28050;2;2;2;2
0.28060;2;2;2;2
0.28070;2;2;2;2
0.28080;2;2;2;2
0.28090;2;2;2;2
0.28100;2;2;2;2
0.28110;2;2;2;2
0.28120;2;2;2;2
0.28130;2;2;2;2
0.28140;2;2;2;2
0.28150;2;2;2;2
0.28160;2;2;2;2
0.28170;2;2;2;2
0.28180;2;2;2;2
0.28190;2;2;2;2
0.28200;2;2;2;2
0.28210;2;2;2;2
0.28220;2;2;2;2
0.28230;2;2;2;2
0.28240;2;2;2;2
0.28250;2;2;2;2
0.28260;2;2;2;2
0.28270;2;2;2;2
0.28280;2;2;2;2
0.28290;2;2;2;2
0.28300;2;2;2;2
0.28310;2;2;2;2
0.28320;2;2;2;2
0.28330;2;2;2;2
0.28340;2;2;2;2
0.28350;2;2;2;2
0.28360;2;2;2;2
0.28370;2;2;2;2
0.28380;2;2;2;2
0.28390;2;2;2;2
0.28400;2;2;2;2
0.28410;2;2;2;2
0.28420;2;2;2;2
0.28430;2;2;2;2
0.28440;2;2;2;2
0.28450;2;2;2;2
0.28460;2;2;2;2
0.28470;2;2;2;2
0.28480;2;2;2;2
0.28490;2;2;2;2
0.28500;2;2;2;2
0.28510;2;2;2;2
0.28520;2;2;2;2
0.28530;2;2;2;2
0.28540;2;2;2;2
0.28550;2;2;2;2
0.28560;2;2;2;2
0.28570;2;2;2;2
0.28580;2;2;2;2
0.28590;2;2;2;2
0.28600;2;2;2;2
0.28610;2;2;2;2
0.28620;2;2;2;2
0.28630;2;2;2;2
0.28640;2;2;2;2
0.28650;2;2;2;2
0.28660;2;2;2;2
0.28670;2;2;2;2
0.28680;2;2;2;2
0.28690;2;2;2;2
0.28700;2;2;2;2
0.28710;2;2;2;2
0.28720;2;2;2;2
0.28730;2;2;2;2
0.28740;2;2;2;2
0.28750;2;2;2;2
0.28760;2;2;2;2
0.28770;2;2;2;2
0.28780;2;2;2;2
0.28790;2;2;2;2
0.28800;2;2;2;2
0.28810;2;2;2;2
0.28820;2;2;2;2
0.28830;2;2;2;2
0.28840;2;2;2;2
0.28850;2;2;2;2
0.28860;2;2;2;2
0.28870;2;2;2;2
0.28880;2;2;2;2
0.28890;2;2;2;2
0.28900;2;2;2;2
0.28910;2;2;2;2
0.28920;2;2;2;2
0.28930;2;2;2;2
0.28940;2;2;2;2
0.28950;2;2;2;2
0.28960;2;2;2;2
0.28970;2;2;2;2
0.28980;2;2;2;2
0.28990;2;2;2;2
0.29000;2;2;2;2
0.29010;2;2;2;2
0.29020;2;2;2;2
0.29030;2;2;2;2
0.29040;2;2;2;2
0.29050;2;2;2;2
0.29060;2;2;2;2
0.29070;2;2;2;2
0.29080;2;2;2;2
0.29090;2;2;2;2
0.29100;2;2;2;2
0.29110;2;2;2;2
0.29120;2;2;2;2
0.29130;2;2;2;2
0.29140;2;2;2;2
0.29150;2;2;2;2
0.29160;2;2;2;2
0.29170;2;2;2;2
0.29180;2;2;2;2
0.29190;2;2;2;2
0.29200;2;2;2;2
0.29210;2;2;2;2
0.29220;2;2;2;2
0.29230;2;2;2;2
0.29240;2;2;2;2
0.29250;2;2;2;2
0.29260;2;2;2;2
0.29270;2;2;2;2
0.29280;2;2;2;2
0.29290;2;2;2;2
0.29300;2;2;2;2
0.29310;2;2;2;2
0.29320;2;2;2;2
0.29330;2;2;2;2
0.29340;2;2;2;2
0.29350;2;2;2;2
0.29360;2;2;2;2
0.29370;2;2;2;2
0.29380;2;2;2;2
0.29390;2;2;2;2
0.29400;2;2;2;2
0.29410;2;2;2;2
0.29420;2;2;2;2
0.29430;2;2;2;2
0.29440;2;2;2;2
0.29450;2;2;2;2
0.29460;2;2;2;2
0.29470;2;2;2;2
0.29480;2;2;2;2
0.29490;2;2;2;2
0.29500;2;2;2;2
0.29510;2;2;2;2
0.29520;2;2;2;2
0.29530;2;2;2;2
0.29540;2;2;2;2
0.29550;2;2;2;2
0.29560;2;2;2;2
0.29570;2;2;2;2
0.29580;2;2;2;2
0.29590;2;2;2;2
0.29600;2;2;2;2
0.29610;2;2;2;2
0.29620;2;2;2;2
0.29630;2;2;2;2
0.29640;2;2;2;2
0.29650;2;2;2;2
0.29660;2;2;2;2
0.29670;2;2;2;2
0.29680;2;2;2;2
0.29690;2;2;2;2
0.29700;2;2;2;2
0.29710;2;2;2;2
0.29720;2;2;2;2
0.29730;2;2;2;2
0.29740;2;2;2;2
0.29750;2;2;2;2
0.29760;2;2;2;2
0.29770;2;2;2;2
0.29780;2;2;2;2
0.29790;2;2;2;2
0.29800;2;2;2;2
0.29810;2;2;2;2
0.29820;2;2;2;2
0.29830;2;2;2;2
0.29840;2;2;2;2
0.29850;2;2;2;2
0.29860;2;2;2;2
0.29870;2;2;2;2
0.29880;2;2;2;2
0.29890;2;2;2;2
0.29900;2;2;2;2
0.29910;2;2;2;2
0.29920;1;2;2;2
0.29930;1;2;2;2
0.29940;1;2;2;2
0.29950;1;2;2;2
0.29960;1;2;2;2
0.29970;1;1;2;2
0.29980;1;1;1;1
0.29990;1;1;1;1
0.30000;1;1;1;1
0.30010;1;1;1;1
0.30020;1;1;1;1
0.30030;1;1;1;1
0.30040;1;1;1;1
0.30050;1;1;1;1
0.30060;1;1;1;1
0.30070;1;1;1;1
0.30080;1;1;1;1
0.30090;1;1;1;1
0.30100;1;1;1;1
0.30110;1;1;1;1
0.30120;1;1;1;1
0.30130;1;1;1;1
0.30140;1;1;1;1
0.30150;1;1;1;1
0.30160;1;1;1;1
0.30170;1;1;1;1
0.30180;1;1;1;1
0.30190;1;1;1;1
0.30200;1;1;1;1
0.30210;1;1;1;1
0.30220;1;1;1;1
0.30230;1;1;1;1
0.30240;1;1;1;1
0.30250;1;1;1;1
0.30260;1;1;1;1
0.30270;1;1;1;1
0.30280;1;1;1;1
0.30290;1;1;1;1
0.30300;1;1;1;1
0.30310;1;1;1;1
0.30320;1;1;1;1
0.30330;1;1;1;1
0.30340;1;1;1;1
0.30350;1;1;1;1
0.30360;1;1;1;1
0.30370;1;1;1;1
0.30380;1;1;1;1
0.30390;1;1;1;1
0.30400;1;1;1;1
0.30410;1;1;1;1
0.30420;1;1;1;1
0.30430;1;1;1;1
0.30440;1;1;1;1
0.30450;1;1;1;1
0.30460;1;1;1;1
0.30470;1;1;1;1
0.30480;1;1;1;1
0.30490;1;1;1;1
0.30500;1;1;1;1
0.30510;1;1;1;1
0.30520;1;1;1;1
0.30530;1;1;1;1
0.30540;1;1;1;1
0.30550;1;1;1;1
0.30560;1;1;1;1
0.30570;1;1;1;1
0.30580;1;1;1;1
0.30590;1;1;1;1
0.30600;1;1;1;1
0.30610;1;1;1;1
0.30620;1;1;1;1
0.30630;1;1;1;1
0.30640;1;1;1;1
0.30650;1;1;1;1
0.30660;1;1;1;1
0.30670;1;1;1;1
0.30680;1;1;1;1
0.30690;1;1;1;1
0.30700;1;1;1;1
0.30710;1;1;1;1
0.30720;1;1;1;1
0.30730;1;1;1;1
0.30740;1;1;1;1
0.30750;1;1;1;1
0.30760;1;1;1;1
0.30770;1;1;1;1
0.30780;1;1;1;1
0.30790;1;1;1;1
0.30800;1;1;1;1
0.30810;1;1;1;1
0.30820;1;1;1;1
0.30830;1;1;1;1
0.30840;1;1;1;1
0.30850;1;1;1;1
0.30860;1;1;1;1
0.30870;1;1;1;1
0.30880;1;1;1;1
0.30890;1;1;1;1
0.30900;1;1;1;1
0.30910;1;1;1;1
0.30920;1;1;1;1
0.30930;1;1;1;1
0.30940;1;1;1;1
0.30950;1;1;1;1
0.30960;1;1;1;1
0.30970;1;1;1;1
0.30980;1;1;1;1
0.30990;1;1;1;1
0.31000;1;1;1;1
0.31010;1;1;1;1
0.31020;1;1;1;1
0.31030;1;1;1;1
0.31040;1;1;1;1
0.31050;1;1;1;1
0.31060;1;1;1;1
0.31070;1;1;1;1
0.31080;1;1;1;1
0.31090;1;1;1;1
0.31100;1;1;1;1
0.31110;1;1;1;1
0.31120;1;1;1;1
0.31130;1;1;1;1
0.31140;1;1;1;1
0.31150;1;1;1;1
0.31160;1;1;1;1
0.31170;1;1;1;1
0.31180;1;1;1;1
0.31190;1;1;1;1
0.31200;1;1;1;1
0.31210;1;1;1;1
0.31220;1;1;1;1
0.31230;1;1;1;1
0.31240;1;1;1;1
0.31250;1;1;1;1
0.31260;1;1;1;1
0.31270;1;1;1;1
0.31280;1;1;1;1
0.31290;1;1;1;1
0.31300;1;1;1;1
0.31310;1;1;1;1
0.31320;1;1;1;1
0.31330;1;1;1;1
0.31340;1;1;1;1
0.31350;1;1;1;1
0.31360;1;1;1;1
0.31370;1;1;1;1
0.31380;1;1;1;1
0.31390;1;1;1;1
0.31400;1;1;1;1
0.31410;1;1;1;1
0.31420;1;1;1;1
0.31430;1;1;1;1
0.31440;1;1;1;1
0.31450;1;1;1;1
0.31460;1;1;1;1
0.31470;1;1;1;1
0.31480;1;1;1;1
0.31490;1;1;1;1
0.31500;1;1;1;1
0.31510;1;1;1;1
0.31520;1;1;1;1
0.31530;1;1;1;1
0.31540;1;1;1;1
0.31550;1;1;1;1
0.31560;1;1;1;1
0.31570;1;1;1;1
0.31580;2;1;1;1
0.31590;2;1;1;1
0.31600;2;1;1;1
0.31610;2;1;1;1
0.31620;2;1;1;1
0.31630;2;1;1;1
0.31640;2;1;1;1
0.31650;2;1;1;1
0.31660;2;1;1;1
0.31670;2;1;2;2
0.31680;2;2;2;2
0.31690;2;2;2;2
0.31700;2;2;2;2
0.31710;2;2;2;2
0.31720;2;2;2;2
0.31730;2;2;2;2
0.31740;2;2;2;2
0.31750;2;2;2;2
0.31760;2;2;2;2
0.31770;2;2;2;2
0.31780;2;2;2;2
0.31790;2;2;2;2
0.31800;2;2;2;2
0.31810;2;2;2;2
0.31820;2;2;2;2
0.31830;2;2;2;2
0.31840;2;2;2;2
0.31850;2;2;2;2
0.31860;2;2;2;2
0.31870;2;2;2;2
0.31880;2;2;2;2
0.31890;2;2;2;2
0.31900;2;2;2;2
0.31910;2;2;2;2
0.31920;2;2;2;2
0.31930;1;2;2;2
0.31940;1;2;2;2
0.31950;1;2;2;2
0.31960;1;2;2;2
0.31970;1;2;2;2
0.31980;1;2;2;2
0.31990;1;1;2;2
0.32000;1;1;2;2
0.32010;1;2;2;2
0.32020;1;2;2;2
0.32030;1;2;2;2
0.32040;1;2;2;2
0.32050;1;2;2;2
0.32060;1;2;2;2
0.32070;1;2;2;2
0.32080;1;2;2;2
0.32090;2;2;2;2
0.32100;2;2;2;2
0.32110;2;2;2;2
0.32120;2;2;2;2
